Selling Price List,Lista e Çmimeve të Shitjes,
Serial No,Serial Asnjë,
Session Defaults,Default Seanca,
Setup,Setup,
Shipping,Transporti,
Signature,Nënshkrim,
Signed,nënshkruar,
Signed On,Nënshkruar,
Small Text,Tekst i vogël,
Sold,i shitur,
Source DocType,Burimi i DocType,
Source Warehouse,Burimi Magazina,
Standard,Standard,
Start,Fillim,
Status,Gjendje,
Stock Entry,Stock Hyrja,
Stock UOM,Stock UOM,
Student,student,
Subject,Subjekt,
Submit,Paraqes,
Submitted,Dërguar,
Subtotal,Nëntotali,
Suspended,pezulluar,
System Manager,Sistemi Menaxher,
Task,detyrë,
Task Description,Përshkrimi i detyrës,
Task Name,Task Emri,
Task Type,Lloji i detyrës,
Tasks,detyrat,
Template Name,Emri template,
Terms,Kushtet,
Text,Tekst,
Timestamp,Timestamp,
Title,titull,
To Date,Deri më sot,
Tools,Mjete,
Total Cost,Kostoja Totale,
Totals,Totalet,
Type,Lloj,
UOM,UOM,
Unit,njësi,
Unknown,i panjohur,
Unverified,i pavërtetuar,
Urgent,Urgjent,
Valid From,Vlefshme nga,
Valid Till,E vlefshme deri,
Valid Upto,I vlefshëm,
Valuation Rate,Vlerësimi Rate,
Value,vlerë,
Verification,verifikim,
Verified By,Verifikuar nga,
Version,Version,
View Website,Shikoni faqen e internetit,
Warehouse,Depo,
Warranty,garanci,
Workflow State,Workflow Shteti,
Working,Punës,
