Qty,Qty,
Quantity,ക്വാണ്ടിറ്റി,
Rate,റേറ്റ്,
Rating,റേറ്റിംഗ്,
Read Only,വായിക്കാൻ മാത്രം,
Reason,കാരണം,
Received,ലഭിച്ച,
Reference,റഫറൻസ്,
Reference DocType,റഫറൻസ് ഡോക്‌ടൈപ്പ്,
Reference Doctype,റഫറൻസ് DocType,
Reference Name,റഫറൻസ് പേര്,
Rejected,നിരസിച്ചു,
Reload,വീണ്ടും ലോഡുചെയ്യുക,
Remarks,അഭിപ്രായപ്രകടനം,
Reopen,വീണ്ടും തുറക്കുക,
Resolve,പരിഹരിക്കുക,
Resolved,പരിഹരിച്ചു,
Restore,വീണ്ടെടുക്കുക,
Rounded Total,വൃത്തത്തിലുള്ള ആകെ,
SMS,എസ്എംഎസ്,
Sales,സെയിൽസ്,
Sales Manager,സെയിൽസ് മാനേജർ,
Sales User,സെയിൽസ് ഉപയോക്താവ്,
Scheduled,ഷെഡ്യൂൾഡ്,
Scheduled Date,ഷെഡ്യൂൾഡ് തീയതി,
Section,വിഭാഗം,
Selling Price List,വില ലിസ്റ്റ് വിൽക്കുന്നു,
Serial No,സീരിയൽ ഇല്ല,
Session Defaults,സെഷൻ സ്ഥിരസ്ഥിതികൾ,
Setup,സജ്ജമാക്കുക,
Shipping,ഷിപ്പിംഗ്,
Signature,ഒപ്പ്,
Signed,സൈൻ ഇൻ ചെയ്തു,
Signed On,സൈൻ ഇൻ ചെയ്തു,
Small Text,ചെറിയ ടെക്സ്റ്റ്,
Sold,വിറ്റത്,
Source DocType,ഉറവിടം ഡോക്ടിപ്പ്,
Source Warehouse,ഉറവിട വെയർഹൗസ്,
Standard,സ്റ്റാൻഡേർഡ്,
Start,ആരംഭിക്കുക,
Status,അവസ്ഥ,
Stock Entry,ഓഹരി എൻട്രി,
Stock UOM,ഓഹരി UOM,
Student,വിദ്യാർത്ഥി,
Subject,വിഷയം,
Submit,സമർപ്പിക്കുക,
Submitted,സമർപ്പിച്ച,
Subtotal,ആകെത്തുക,
Suspended,സസ്പെൻഡുചെയ്തു,
System Manager,സിസ്റ്റം മാനേജർ,
Task,ടാസ്ക്,
Task Description,ടാസ്ക് വിവരണം,
Task Name,ടാസ്ക് പേര്,
Task Type,ടാസ്‌ക് തരം,
Tasks,ടാസ്കുകൾ,
Template Name,ടെംപ്ലേറ്റ് നാമം,
Terms,നിബന്ധനകൾ,
Text,ഉള്ളടക്കം,
Timestamp,ടൈംസ്റ്റാംപ്,
Title,ശീർഷകം,
To Date,തീയതി,
Tools,ഉപകരണങ്ങൾ,
Total Cost,മൊത്തം ചെലവ്,
Totals,ആകെത്തുകകൾ,
Type,തരം,
UOM,UOM,
Unit,യൂണിറ്റ്,
Unknown,അറിയപ്പെടാത്ത,
Unverified,സ്ഥിരീകരിച്ചിട്ടില്ല,
Urgent,തിടുക്കപ്പെട്ടതായ,
Valid From,മുതൽ സാധുവാണ്,
Valid Till,സാധുവാണ്,
Valid Upto,വരെ സാധുവാണ്,
Valuation Rate,മൂലധനം റേറ്റ്,
Value,മൂല്യം,
Verification,പരിശോധന,
Verified By,പരിശോധിച്ചു,
Version,പതിപ്പ്,
View Website,വെബ്സൈറ്റ് കാണുക,
Warehouse,പണ്ടകശാല,
Warranty,ഉറപ്പ്,
Workflow State,വർക്ക്ഫ്ലോ സ്റ്റേറ്റ്,
Working,ജോലി,
