Remarks,têbînî,
Reopen,diket,
Resolve,Biryardan,
Resolved,Çareser kirin,
Restore,Nûvdekirin,
Rounded Total,Rounded Total,
SMS,SMS,
Sales,Sales,
Sales Manager,Manager Sales,
Sales User,Sales Bikarhêner,
Scheduled,scheduled,
Scheduled Date,Date scheduled,
Section,Liq,
Selling Price List,Lîsteya bihayê bihayê,
Serial No,Serial No,
Session Defaults,Session Defaults,
Setup,Damezirandin,
Shipping,Shipping,
Signature,Destnîşan,
Signed,Îmze kirin,
Signed On,Şandin,
Small Text,Nivîsar di small,
Sold,Firotin,
Source DocType,Çavkaniya DocType,
Source Warehouse,Warehouse Source,
Standard,Wek herdem,
Start,Destpêkirin,
Status,Cî,
Stock Entry,Stock Peyam,
Stock UOM,Stock UOM,
Student,Zankoyî,
Subject,Mijar,
Submit,Nermijîn,
Submitted,şandin,
Subtotal,Subtotal,
Suspended,Suspended,
System Manager,sîstema Manager,
Task,Karî,
Task Description,Danasîna Task,
Task Name,Navê Task,
Task Type,Tîpa Task,
Tasks,erkên,
Template Name,Navê Şablon,
Terms,Termên,
Text,Nivîstok,
Timestamp,demxeya,
Title,Nav,
To Date,to Date,
Tools,Amûrên,
Total Cost,Total Cost,
Totals,Totals,
Type,Awa,
UOM,UOM,
Unit,Yekbûn,
Unknown,Nenas,
Unverified,Neverastkirî,
Urgent,Acîl,
Valid From,Derbasdar Ji,
Valid Till,Till,
Valid Upto,Derbasdar e,
Valuation Rate,Rate Valuation,
Value,Giranî,
Verification,Tesdîq,
Verified By,Sîîrtê By,
Version,Awa,
View Website,View Website,
Warehouse,Embar,
Warranty,Libersekînîn,
Workflow State,Dewletê Workflow,
Working,Xebatê,
